cc_num,index,first,last,sex,street,city,state,zip,lat,long,city_pop,job,dob
2348245054386329,18,Justin,Gay,M,268 Hayes Rue Suite 811,Harborcreek,PA,16421.0,42.1767,-79.9416,2518.0,EVENT ORGANISER,02/02/1946
2356276337669917,57,Benjamin,Harris,M,0881 Lori Pines,Chester,MD,21619.0,38.9583,-76.2842,5848.0,PAEDIATRIC NURSE,"Feb 15, 1981"
2383461948823908,931,Patrick,Vaughan,M,651 Miller Common,Parsonsfield,ME,4047.0,43.745,-70.9092,1892.0,Audiological scientist,02-Mar-1956
2450829271795901,750,Timothy,Kirby,M,7309 Sophia Causeway Suite 702,Sauk Rapids,MN,56379.0,45.604,-94.1591,16163.0,HYDROGRAPHIC SURVEYOR,22/02/1987
2475085306462014,376,John,Miller,M,153 Mccullough Springs Apt. 857,Lamberton,MN,56152.0,44.2378,-95.2739,1507.0,Land/geomatics surveyor,12-Oct-1993
2512312531485080,541,John,Mccormick,M,79414 Clark Lakes Suite 966,Warren,MI,48088.0,42.5164,-82.9832,134056.0,"Producer, radio",08/10/1956
2576709887791552,642,Joseph,Morgan,M,126 Underwood Drive,San Diego,CA,92128.0,33.0067,-117.069,1241364.0,CHARTERED PUBLIC FINANCE ACCOUNTANT,05-Aug-1959
2610529083834453,1233,Tanya,Dickerson,F,053 Kim Valley Suite 928,Old Hickory,TN,37138.0,36.2416,-86.6117,22191.0,Prison officer,"Jul 27, 1994"
2657850734909997,853,Alan,Howard,M,04139 Johnson Prairie Suite 401,Detroit,MI,48206.0,42.3749,-83.1087,673342.0,Trading standards officer,01-Nov-1946
2703186189652095,0,Jennifer,Banks,F,561 Perry Cove,Moravian Falls,NC,28654.0,36.0788,-81.1781,3495.0,"PSYCHOLOGIST, COUNSELLING","Mar 09, 1988"
2706977570537524,692,David,Serrano,M,4739 Martin Common,Zaleski,OH,45698.0,39.283,-82.3977,341.0,Accounting technician,"Dec 18, 1978"
2712209726293386,33,Jenna,Brooks,F,50872 Alex Plain Suite 088,Baton Rouge,LA,70808.0,30.4066,-91.1468,378909.0,"Designer, furniture",22-Feb-1977
2713913904780408,311,Jacqueline,Howard,F,4511 Choi Lock,Delhi,LA,71232.0,32.3929,-91.4714,6581.0,MULTIMEDIA PROGRAMMER,13/02/1964
2719496466799416,1245,Sheila,Baker,F,8030 Walker Heights,Belle Fourche,SD,57717.0,44.6723,-103.8396,8007.0,Hospital pharmacist,"Sep 17, 1940"
2720012583106919,277,Joseph,Murray,M,42933 Ryan Underpass,Manderson,SD,57756.0,43.3526,-102.5411,1126.0,Volunteer coordinator,18-Aug-1980
2720433095629877,63,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,4287.0,44.0575,-69.9656,3224.0,"ENGINEER, ELECTRONICS",22-Aug-1997
2720830304681674,9,Melissa,Aguilar,F,21326 Taylor Squares Suite 708,Clarksville,TN,37040.0,36.522,-87.34899999999999,151785.0,Pathologist,28/03/1974
2720894374956739,739,Audrey,Hickman,F,3325 Gregory Square,Mount Clemens,MI,48043.0,42.5978,-82.8823,16305.0,"PSYCHOLOGIST, SPORT AND EXERCISE","May 25, 1927"
3500165543009955,891,Ricky,Dunn,M,97689 Davis Point Apt. 967,Detroit,MI,48214.0,42.3669,-82.9938,673342.0,Health visitor,02-Sep-1983
3500969075198072,1806,Kenneth,Sanchez,M,0110 Ashley Forest,Tekoa,WA,99033.0,47.2271,-117.0819,895.0,Clothing/textile technologist,31-May-1999
3501509250702469,71,Frank,Anderson,M,0611 Stafford Valley Suite 504,Naples,FL,34112.0,26.1184,-81.7361,276002.0,"PROGRAMME RESEARCHER, BROADCASTING/FILM/VIDEO","Jan 02, 1979"
3501942333500073,547,Lori,Bishop,F,08056 Alvarado Club Suite 699,Phoenix,AZ,85086.0,33.8155,-112.1202,1312922.0,Counselling psychologist,30/11/1999
3502088871723054,92,Scott,Martin,M,31472 Cody Place Suite 740,Kensington,MD,20895.0,39.0298,-77.0793,19054.0,Operations geologist,08-Sep-1976
3502377050801561,1611,Kathleen,Martin,F,659 Nicole Cove Suite 560,New Waverly,TX,77358.0,30.5354,-95.4532,4993.0,"Scientist, biomedical",30-Nov-1948
3504178999463051,494,Drew,Garcia,M,70858 Jasmine Meadows Apt. 135,Lima,OH,45801.0,40.7641,-84.0973,86954.0,"COPYWRITER, ADVERTISING","Jul 23, 1992"
3506040590383211,833,Michael,Orozco,M,13956 Hughes Causeway Suite 124,Alder,MT,59710.0,45.1939,-112.0568,286.0,CHIEF OF STAFF,09/03/1989
3506042666828517,295,Christine,Burns,F,343 Hannah Parkway,Comfort,WV,25049.0,38.1372,-81.5962,630.0,Fine artist,30-Jul-1959
3506592072985012,129,Randy,Murphy,M,0356 Sarah Light,Ballwin,MO,63021.0,38.577,-90.5255,92608.0,"Engineer, communications","Jul 26, 2001"
3508104404056005,1294,Michael,Fisher,M,401 Escobar Port,East Troy,WI,53120.0,42.8035,-88.4092,9679.0,"Engineer, production",11-Apr-1991
3511058278399773,48,Briana,Santos,F,702 Tabitha Drive,New Goshen,IN,47863.0,39.5803,-87.4616,205.0,"Engineer, mining",06/01/1960
3511378610369890,146,James,Cooper,M,663 Ramirez Trace Apt. 951,Huntsville,AL,35811.0,34.7789,-86.5438,190178.0,Television production assistant,"Apr 01, 1973"
3512365128314616,1983,Francisco,Kemp,M,9554 Flores Drive,Arnold,MO,63010.0,38.4305,-90.387,35439.0,Land/geomatics surveyor,31-Mar-1985
3513285035244624,462,Ariana,Campbell,F,50932 Neal Valley,Daniels,WV,25832.0,37.7256,-81.1087,3994.0,"Biochemist, clinical",05/11/1936
3513618443244549,1149,Amber,Perez,F,954 Reyes Ways,Fulton,SD,57340.0,43.7588,-97.8712,355.0,Financial adviser,26-Jun-1955
3514865930894695,14,Christopher,Castaneda,M,1632 Cohen Drive Suite 639,High Rolls Mountain Park,NM,88325.0,32.9396,-105.8189,899.0,NAVAL ARCHITECT,30-Aug-1967
3514897282719543,168,Steven,Faulkner,M,841 Cheryl Centers Suite 115,Farmington,NY,14425.0,42.958,-77.3083,10717.0,CYTOGENETICIST,13-Oct-1952
3517527805128735,1442,Tracy,Conway,F,6778 Campos Field,Bonfield,IL,60913.0,41.1573,-88.0619,1617.0,Medical secretary,25-Apr-1990
3517814635263522,497,William,Cannon,M,43809 Kenneth Circles Suite 152,Union,WV,24983.0,37.5802,-80.5248,2443.0,CHARTERED PUBLIC FINANCE ACCOUNTANT,16/10/1941
3518234918950662,97,Barbara,Lowe,F,67210 Lori Creek,Sherman,TX,75092.0,33.6372,-96.6184,46563.0,SYSTEMS DEVELOPER,11-Sep-1970
3518669219150142,1386,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150.0,39.1657,-84.23299999999999,31394.0,Hospital doctor,"Nov 12, 1996"
3518758680062249,86,Antonio,Koch,M,8738 Richard Brooks,Moab,UT,84532.0,38.5677,-109.5271,9772.0,Location manager,24-Nov-1989
3519232971341141,275,Michael,Jones,M,754 Smith Isle,Amsterdam,OH,43903.0,40.4731,-80.9596,2208.0,Mental health nurse,"Sep 10, 1961"
3519607465576254,130,Audrey,Gonzalez,F,34180 Lopez Plaza,Fields Landing,CA,95537.0,40.7268,-124.2174,276.0,"SCIENTIST, AUDIOLOGICAL",06/05/1929
3520550088202337,1054,Micheal,Walters,M,15315 Vaughn Park Suite 356,Hovland,MN,55606.0,47.8342,-90.0476,272.0,Freight forwarder,05/07/2001
3521417320836166,1931,Angela,Hodges,F,08236 Kim Hill,Indianapolis,IN,46254.0,39.849,-86.272,910148.0,Firefighter,30/11/1975
3521815216091574,279,Wayne,Marsh,M,172 Leonard Island,Dumont,CO,80436.0,39.7532,-105.6356,565.0,Mental health nurse,"Aug 27, 1978"
3523898249167098,650,Joshua,Carpenter,M,04975 Allison Shoal,Bronx,NY,10463.0,40.8798,-73.9067,1382480.0,"THERAPIST, DRAMA","Nov 09, 1990"
3524574586339330,1249,Ashley,Cabrera,F,94225 Smith Springs Apt. 617,Vero Beach,FL,32960.0,27.633000000000003,-80.4031,105638.0,"Librarian, public",07-May-1986
3525590521269779,969,Scott,Fuller,M,861 Karen Common,Haw River,NC,27258.0,36.0424,-79.3242,6006.0,PARAMEDIC,20-Jul-1984
3525668150756629,66,Christopher,Choi,M,04611 Sandra Spring Suite 059,Rumely,MI,49826.0,46.3481,-87.0436,137.0,FILM/VIDEO EDITOR,13-Aug-1990
3526826139003047,691,Nathan,Massey,M,5783 Evan Roads Apt. 465,Falmouth,MI,49632.0,44.2529,-85.01700000000001,1126.0,Furniture designer,06/07/1955
3527536963490470,480,Teresa,Stein,F,2838 White Fields Apt. 473,Brunson,SC,29911.0,32.9413,-81.1807,1725.0,Social researcher,05-Dec-1974
3528407217576457,1480,Patricia,Leach,F,71309 Martinez Stravenue,Kingsport,TN,37663.0,36.4715,-82.4834,87124.0,Warden/ranger,14/02/1987
3529597810116815,300,Pamela,Curtis,F,8969 Fuentes Station Apt. 291,Mill Creek,PA,17060.0,40.4679,-77.8967,1334.0,ARCHAEOLOGIST,17-Dec-1986
3530503964418806,1354,David,Nichols,M,0638 Fred Ramp Suite 086,Palmdale,CA,93552.0,34.5715,-118.0231,171170.0,CHEMICAL ENGINEER,04-Jun-1963
3531129874770000,364,Shelby,Mitchell,F,974 Cindy Stream,Brandon,VT,5733.0,43.8065,-73.0882,5895.0,"Scientist, marine",13/07/1975
3533012926413100,1413,Megan,Bernard,F,128 Nathan Ramp,Barneveld,NY,13304.0,43.2237,-75.1612,1684.0,IT trainer,"Mar 01, 1994"
3533177016567295,219,Derek,Bentley,M,782 Lee Crossing Apt. 209,Weeping Water,NE,68463.0,40.8731,-96.1528,1517.0,Dealer,08-Nov-1951
3533742182628021,188,Robert,Haynes,M,857 Aaron Circles Suite 398,Johns Island,SC,29455.0,32.8357,-79.8217,20478.0,Materials engineer,04-Jun-1997
3533800906065217,653,Amber,Thornton,F,840 Werner Lock Apt. 852,Campbell,NE,68932.0,40.2967,-98.737,493.0,"Surveyor, minerals",13-Sep-1940
3534093764340240,3,Jeremy,White,M,9443 Cynthia Court Apt. 038,Boulder,MT,59632.0,46.2306,-112.1138,1939.0,Patent attorney,12-Jan-1967
3534330126107879,211,Jeffrey,Smith,M,713 Scott Pike Apt. 712,Bridger,MT,59014.0,45.2857,-108.9082,1446.0,Chartered loss adjuster,15-Jan-1978
3535808924394848,784,Matthew,Myers,M,4936 Michelle Points,Tower Hill,IL,62571.0,39.39,-88.9597,1532.0,RADIO BROADCAST ASSISTANT,09-Jan-1980
3536818734263520,878,Gerald,Frank,M,95793 Andrea Ville Suite 533,Des Moines,IA,50314.0,41.603,-93.633,222785.0,INTERIOR AND SPATIAL DESIGNER,"Aug 10, 1981"
3536918668124647,65,Michelle,Juarez,F,44864 Melton Vista Suite 310,San Jose,CA,95148.0,37.3304,-121.7913,973849.0,SCIENCE WRITER,"Jun 12, 1955"
3538520143479972,612,Cassandra,Nunez,F,9572 Austin Forge Suite 612,Clay Center,OH,43408.0,41.5686,-83.3632,269.0,INSURANCE UNDERWRITER,15/09/1965
3540075240003197,879,Christian,Johns,M,892 Solis Neck,Lonsdale,MN,55046.0,44.4477,-93.4252,5211.0,CHIEF STRATEGY OFFICER,27-Jan-1987
3540210836308425,460,Steven,Yoder,M,94975 David Mews Apt. 316,Summerfield,TX,79085.0,34.7437,-102.5064,53.0,FISHERIES OFFICER,19-Jun-1992
3540862542587229,564,Nancy,Roach,F,376 Brown Courts,Yellowstone National Park,WY,82190.0,44.7957,-110.6137,369.0,MATERIALS ENGINEER,16-Nov-1941
3541160328600277,154,Jason,Singh,M,4720 Anna Ways,Murrayville,IL,62668.0,39.5723,-90.2379,1512.0,Commercial/residential surveyor,"May 07, 2003"
3541554378551366,191,Brianna,Wilson,F,257 Victor Stravenue,Hampton,VA,23666.0,37.0462,-76.4096,136895.0,Accounting technician,"Sep 19, 1939"
3541687240161491,143,Mark,Nguyen,M,62631 Ashley Ramp Apt. 965,Sea Island,GA,31561.0,31.1989,-81.3322,298.0,"ENGINEER, STRUCTURAL","Apr 22, 1963"
3542162746848552,1824,Bradley,Anderson,M,3896 Gilmore Mill,Emmons,MN,56029.0,43.5089,-93.4824,744.0,Communications engineer,"Jan 28, 1968"
3543299015720986,133,Angela,White,F,137 Adam Dale,Lebanon,VA,24266.0,36.8809,-82.0956,9521.0,"TEACHER, ENGLISH AS A FOREIGN LANGUAGE",19-Oct-1977
3543591270174051,355,Margaret,Lam,F,6911 Nicholas Keys Apt. 237,Armagh,PA,15920.0,40.4603,-79.0097,922.0,Early years teacher,04/10/1972
3544606805704278,1359,Carolyn,Thomas,F,755 Solis Isle Suite 075,New Memphis,IL,62266.0,38.4857,-89.6816,254.0,Magazine journalist,07-May-1952
3545109339866548,992,Keith,Sanders,M,8030 Beck Motorway,Moorhead,MS,38761.0,33.4783,-90.5142,2870.0,CHARTERED PUBLIC FINANCE ACCOUNTANT,05-Mar-1999
3546674063249004,394,Jordan,May,M,1626 Susan Course,Aledo,TX,76008.0,32.7004,-97.6039,13602.0,OPTOMETRIST,05-Jul-1984
3546897637165774,382,Kayla,Obrien,F,7921 Robert Port Suite 343,Prairie Hill,TX,76678.0,31.6591,-96.8094,263.0,Barrister,30-May-1956
3547560454237873,61,Jerry,Robinson,M,212 Mary Stream,Arcadia,MI,49613.0,44.5232,-86.2061,680.0,"DESIGNER, JEWELLERY",21/12/1966
3547574373318979,1622,Jacob,Patel,M,54822 Hill Forks,Dieterich,IL,62424.0,39.0319,-88.4074,2092.0,"Psychologist, clinical",30-Apr-1962
3549202406645667,1062,Larry,Williams,M,6274 David Oval Suite 725,Scarborough,ME,4074.0,43.5835,-70.3457,18760.0,Make,"Apr 02, 1933"
3551217896304745,536,Sara,Harris,F,597 Jenny Ford Apt. 543,Tupper Lake,NY,12986.0,44.232,-74.4905,6120.0,Chartered loss adjuster,"Oct 09, 1976"
3551512895305309,1658,Erika,Anderson,F,3786 Hale Corners,Rochester,KY,42273.0,37.2048,-86.8592,443.0,"DEVELOPMENT WORKER, INTERNATIONAL AID",15/07/1947
3552581383553463,405,Jonathan,Castro,M,200 Christie Mills Apt. 307,Andrews,NC,28901.0,35.1959,-83.8228,5354.0,Retail buyer,13/04/1965
3553629419254918,47,Sharon,Johnson,F,7202 Jeffrey Mills,Conway,WA,98238.0,48.34,-122.3456,85.0,"Research officer, political party",01/09/1984
3554849923339851,483,John,Hudson,M,886 Nicole Key,Stillwater,OK,74074.0,36.1043,-97.0609,55345.0,Cabin crew,"May 01, 1948"
3556613125071656,776,Jose,Vasquez,M,572 Davis Mountains,Lake Jackson,TX,77566.0,29.0393,-95.4401,28739.0,FUTURES TRADER,27/12/1999
3558652751678952,172,Teresa,Blankenship,F,6638 Lucero Mill Suite 952,Karnack,TX,75661.0,32.6205,-94.2,2807.0,Chiropodist,26-Jan-1931
3558881852140592,73,Christopher,Holt,M,05597 Michael Spurs,Parks,AZ,86018.0,35.2563,-111.95,759.0,"Geologist, engineering",28-Mar-1957
3559160581764413,248,Allen,Bell,M,70147 Amanda Fields,Saint Bonaventure,NY,14778.0,42.2701,-78.6847,1453.0,Toxicologist,"Feb 15, 1974"
3559679414981506,590,Olivia,Stephenson,F,292 Cassidy Oval,Lowville,NY,13367.0,43.7893,-75.4156,8830.0,THEME PARK MANAGER,"Mar 29, 1991"
3559723917628303,1739,Matthew,Huerta,M,622 Williams Trafficway,Ringwood,IL,60072.0,42.4048,-88.3054,928.0,OUTDOOR ACTIVITIES/EDUCATION MANAGER,13-May-1985
3560246577314524,1461,Sarah,Scott,F,03090 Fisher Forges Apt. 200,Wichita,KS,67216.0,37.6223,-97.3136,409656.0,Textile designer,"Oct 21, 1930"
3560318482131952,1198,William,Skinner,M,524 Wu Spurs Suite 894,Mount Hope,AL,35651.0,34.4793,-87.4769,1312.0,"Librarian, academic",01/02/1955
3560336828629935,195,Christopher,White,M,13613 Hammond Ferry,Clutier,IA,52217.0,42.0789,-92.3763,590.0,"EMBRYOLOGIST, CLINICAL","Mar 30, 1953"
3560697798177746,656,Matthew,Young,M,8840 Miller Port Suite 645,Indian Wells,CA,92210.0,33.7163,-116.3381,4677.0,LEARNING MENTOR,06/05/1955
3560725013359375,476,Brooke,Smith,F,63542 Luna Brook Apt. 012,Notrees,TX,79759.0,31.8599,-102.7413,23.0,CYTOGENETICIST,15/09/1969
3560797065840735,893,Janet,Turner,F,0925 Lang Extensions,Shields,ND,58569.0,46.1838,-101.2589,77.0,FILM/VIDEO EDITOR,17/12/1989
3561212938177173,269,Jose,Campbell,M,550 Cunningham Squares,Dadeville,AL,36853.0,32.8224,-85.7704,8269.0,MINERALS SURVEYOR,04-Jan-1977
3561963695236764,534,Michael,Lee,M,7915 Dawn Roads Apt. 544,Shelter Island,NY,11964.0,41.06399999999999,-72.3366,1858.0,Clinical biochemist,03/03/1984
3563837241599446,1388,Timothy,Simmons,M,1049 John Ports Suite 057,Newberg,OR,97132.0,45.3099,-122.9685,28278.0,Research scientist (physical sciences),17/07/1977
3564182536169293,1827,Brenda,Johnson,F,56160 Nicholas Isle,Norwich,OH,43767.0,39.9934,-81.8024,1443.0,Research scientist (medical),"Mar 04, 1962"
3565423334076143,17,Nathan,Thomas,M,4923 Campbell Pines Suite 717,Carlisle,IN,47838.0,38.9763,-87.3667,4081.0,Energy engineer,15/03/1938
3565943051129759,137,David,Thomas,M,838 Dan Haven Suite 003,Webster City,IA,50595.0,42.4657,-93.8262,9165.0,Medical secretary,"May 23, 1963"
3565996340207976,375,Warren,Daniels,M,23656 Harris Gardens Suite 698,El Paso,TX,79906.0,31.8092,-106.4247,749635.0,MARKET RESEARCHER,"Jan 21, 1973"
3566094707272327,204,Kristina,Stewart,F,47029 Jimmy Tunnel Apt. 106,Newhall,CA,91321.0,34.3795,-118.523,34882.0,Health physicist,25/04/1971
3566373869538620,735,Steven,Castaneda,M,46809 Toni Flat Suite 216,Lamy,NM,87540.0,35.4311,-105.9409,923.0,Public relations account executive,22/06/1964
3567697931646329,518,John,Stevens,M,428 Morgan River,Hudson,NY,12534.0,42.247,-73.7552,17867.0,Travel agency manager,29-Jul-1998
3567879740649740,124,Tanya,Williams,F,566 Megan Well,Brownville,NY,13615.0,44.0577,-76.0196,1271.0,"PRODUCER, RADIO",14/08/1958
3568255211412877,660,Timothy,Gomez,M,707 Anthony Causeway,Leo,IN,46765.0,41.2249,-85.0301,5341.0,BIOMEDICAL ENGINEER,24/11/1994
3568736585751727,58,Thomas,Cross,M,7566 Thompson Creek Apt. 827,Elkhart,IA,50073.0,41.8114,-93.4855,1195.0,TRADING STANDARDS OFFICER,"Mar 13, 1974"
3572976568630035,526,William,Lopez,M,785 Kevin Walk Suite 237,Brainard,NE,68626.0,41.1832,-96.9882,614.0,ASSOCIATE PROFESSOR,"Jun 20, 1967"
3573030041201292,1150,Joanne,Williams,F,3638 Marsh Union,Altonah,UT,84002.0,40.3207,-110.436,302.0,"Sales professional, IT","Jan 17, 1990"
3573386445588324,209,Stephanie,Murphy,F,526 Stacy Walks,Barnard,SD,57426.0,45.7205,-98.5534,63.0,SYSTEMS DEVELOPER,30/10/1969
3575540972310993,413,Rachel,Villarreal,F,250 Carrie Throughway,University,MS,38677.0,34.3396,-89.5736,4198.0,Curator,22-Jun-2001
3575789281659026,180,Lindsay,Wilson,F,7618 Gonzales Mission,Centerview,MO,64019.0,38.7897,-93.8702,2368.0,ELECTRONICS ENGINEER,17/07/1989
3576021480694169,981,Dawn,Gray,F,9486 Joel Common Suite 554,Topeka,KS,66618.0,39.1329,-95.7023,163415.0,Secondary school teacher,30-Dec-2004
3576431665303017,203,Jessica,Ward,F,72269 Elizabeth Field Apt. 132,Phoenix,AZ,85020.0,33.5623,-112.0559,1312922.0,Contractor,"Oct 24, 1981"
3577578023716568,88,Debbie,Hughes,F,0182 Owens Burgs Suite 480,Diamond,OH,44412.0,41.0935,-81.0425,2644.0,"Engineer, biomedical","Aug 25, 1983"
3577663406369449,171,Cody,Hooper,M,7233 John Parks,Lepanto,AR,72354.0,35.6069,-90.3359,2470.0,COUNSELLING PSYCHOLOGIST,06-Oct-1968
3577794103155425,1050,Mary,Humphrey,F,9853 Flynn Hollow Apt. 602,Reynolds,ND,58275.0,47.7068,-97.2092,733.0,Visual merchandiser,"Nov 12, 1994"
3582754887089201,1107,Terrance,Mckinney,M,42965 Christopher Fords Suite 659,Norman,AR,71960.0,34.4596,-93.6743,1383.0,Magazine features editor,08-Aug-1966
3583293909206278,887,Deborah,Fisher,F,1911 Fisher Brook,Kirtland Afb,NM,87117.0,35.0203,-106.5503,310.0,"SURVEYOR, LAND/GEOMATICS",30-Sep-1978
3583635130604947,153,Crystal,Gamble,F,899 Michele View Suite 960,Philadelphia,PA,19149.0,40.0369,-75.0664,1526206.0,STRUCTURAL ENGINEER,01/01/1985
3583793405872580,51,Beth,Lambert,F,6447 Johnson Estates Apt. 986,Roosevelt,OK,73564.0,34.847,-98.9836,551.0,AMENITY HORTICULTURIST,27/09/1970
3585052663373890,1206,Jeffery,Brown,M,296 Maria Street,West Eaton,NY,13484.0,42.8546,-75.6605,176.0,Science writer,28-Dec-1963
3585740823295298,1406,James,Greene,M,082 Hernandez Bypass Apt. 886,Quanah,TX,79252.0,34.2956,-99.7494,3202.0,"Librarian, public",18/03/1998
3586008444788268,1232,Crystal,Fuller,F,000 Jennifer Mills,Issaquah,WA,98027.0,47.4974,-122.0107,50489.0,OSTEOPATH,"Feb 29, 1984"
3587044315915002,386,Christian,Roman,M,495 Fisher Throughway,Grand Junction,TN,38039.0,35.0659,-89.1534,1804.0,CLOTHING/TEXTILE TECHNOLOGIST,15/10/1974
3587960728692500,957,Kathy,Hughes,F,02110 Lucas Freeway Suite 517,Battle Creek,IA,51006.0,42.3327,-95.6045,1075.0,"TEACHER, EARLY YEARS/PRE",02-Jan-1997
3589255887819806,1020,David,Miller,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750.0,39.6991,-78.1762,3766.0,Press photographer,14-Feb-1984
3589289942931264,1723,Paula,Estrada,F,350 Stacy Glens,Spencer,SD,57374.0,43.7557,-97.5936,343.0,"DEVELOPMENT WORKER, INTERNATIONAL AID","Mar 05, 1972"
3590736522064285,506,Kimberly,Gonzalez,F,72966 Shannon Pass Apt. 391,Bauxite,AR,72011.0,34.5091,-92.4828,4074.0,"Scientist, audiological","Dec 20, 1975"
3591919803438423,1153,Brian,Williams,M,32941 Krystal Mill Apt. 552,Titusville,FL,32780.0,28.5697,-80.8191,54767.0,Set designer,"Jul 25, 1987"
3592325941359225,90,Ashley,Robinson,F,1007 Colton Forks,Hopewell,VA,23860.0,37.2876,-77.295,31970.0,PURCHASING MANAGER,"Aug 15, 1935"
3592931352252641,755,Dylan,Garcia,M,923 Jordan Road,Afton,MN,55001.0,44.8696,-92.8234,2916.0,BARRISTER'S CLERK,29-Jun-1935
3593118134380341,350,Laura,Casey,F,6114 Moran Way,Steuben,ME,4680.0,44.4971,-67.9503,1131.0,Make,"May 10, 1959"
3595111028444131,200,Jeffery,Sanders,M,5278 Sarah Station Apt. 009,Cardwell,MO,63829.0,36.0434,-90.2907,1120.0,Television floor manager,17/04/1957
3595192916105588,474,Dustin,Roberts,M,3283 James Station,Fayetteville,NC,28314.0,35.0583,-79.008,238602.0,"Scientist, research (maths)",14/05/1993
3596217206093829,285,Sara,Ramirez,F,23843 Scott Island,Birmingham,IA,52535.0,40.8626,-91.9534,888.0,CAMERA OPERATOR,"Mar 25, 1988"
3596357274378601,744,David,Everett,M,4138 David Fall,Morrisdale,PA,16858.0,41.0001,-78.2357,3688.0,ADVICE WORKER,"May 27, 1973"
3597337756918966,587,Linda,Gonzalez,F,17667 Price Spur Apt. 366,Glen Rock,PA,17327.0,39.7813,-76.7477,7565.0,INSURANCE CLAIMS HANDLER,08/03/1952
3597926034019603,1485,Derrick,Flores,M,83690 Nicholas Ports Apt. 846,Oakland,TN,38060.0,35.2229,-89.5518,9496.0,FURNITURE CONSERVATOR/RESTORER,"Mar 23, 1993"
3597980945245815,1387,Mark,Allen,M,25360 Mcgee Forge,De Queen,AR,71832.0,34.0442,-94.3386,11253.0,"SCIENTIST, BIOMEDICAL",25-Apr-1957
3598014571045296,985,Lisa,Clark,F,07943 Davis River,Grimesland,NC,27837.0,35.558,-77.2566,5903.0,MANUFACTURING SYSTEMS ENGINEER,07-Oct-1993
3598215285024754,36,Ashley,Lopez,F,9333 Valentine Point,Bellmore,NY,11710.0,40.6729,-73.5365,34496.0,"LIBRARIAN, PUBLIC",21/10/1970
3598304579370089,599,Vincent,Flowers,M,0189 Emily Prairie,Wichita,KS,67232.0,37.6395,-97.1714,409656.0,HERITAGE MANAGER,27-Dec-1985
3598634130286287,1960,David,Hughes,M,707 Butler Parkways Apt. 747,Omaha,NE,68117.0,41.2064,-95.9953,518429.0,"SURVEYOR, LAND/GEOMATICS",10/10/1995
3598895972308782,205,Kenneth,Richards,M,994 Livingston Extensions Suite 918,Norwalk,OH,44857.0,41.2403,-82.6078,23805.0,COPY,22/02/1970
3599237318576484,1021,Jessica,Smith,F,06808 Ryan Valleys,Dubre,KY,42731.0,36.8421,-85.5396,341.0,INSURANCE RISK SURVEYOR,19-Nov-1932
4003771737807706,425,Danielle,Hayden,F,03368 Michelle Trail,Gregory,AR,72059.0,35.1791,-91.2594,37.0,"Lecturer, further education","Jan 01, 1958"
4003989662068504,1042,Chris,White,M,98897 Bennett Lodge,Bessemer,AL,35022.0,33.3224,-86.9657,71463.0,RADIO BROADCAST ASSISTANT,08-Feb-1989
4005676619255478,2004,William,Perry,M,458 Phillips Island Apt. 768,Denham Springs,LA,70726.0,30.459,-90.9027,71335.0,Herbalist,"May 31, 1994"
4010002218955876,608,Jennifer,Bishop,F,589 Matthew Brooks,Houston,TX,77026.0,29.7972,-95.3288,2906700.0,Animator,24-Aug-1983
4025612008285111,704,Krystal,Key,F,23142 Montoya Island Apt. 742,Corsica,PA,15829.0,41.1762,-79.1976,1274.0,MAINTENANCE ENGINEER,20/03/1949
4048508450704760,290,Cheryl,Melton,F,5053 Bell Crescent Apt. 255,Fullerton,NE,68638.0,41.36600000000001,-98.0054,1749.0,"SURVEYOR, MINING",07/05/1973
4060579726528237,138,Steven,Sanders,M,25955 Amy Via,Ozawkie,KS,66070.0,39.2136,-95.4404,2661.0,THEATRE DIRECTOR,"Nov 14, 1948"
4067137330196900,641,Christina,Eaton,F,3256 Brooks Field,Eldridge,AL,35554.0,33.9315,-87.6194,1186.0,POLITICIAN'S ASSISTANT,12-Nov-1986
4069975342931683,1015,Kimberly,Martin,F,1943 Dennis Inlet Suite 145,Hurricane,WV,25526.0,38.4257,-81.9943,21902.0,Sub,"Sep 18, 1980"
4070511711385545,800,Stephanie,Hopkins,F,44089 Carrie Crossing Suite 954,Falls City,TX,78113.0,28.9814,-98.0156,2435.0,"Engineer, mining",09/04/1967
4099707841315751,291,James,Stephens,M,1166 Castillo Mountains,Ruckersville,VA,22968.0,38.2586,-78.4074,9815.0,"DESIGNER, CERAMICS/POTTERY",07-Jul-1975
4104312520615374,668,Brooke,Rodriguez,F,901 Todd Gardens Apt. 466,Mountain Center,CA,92561.0,33.6401,-116.5567,1661.0,"THERAPIST, MUSIC",19-Sep-1988
4116554952971686,179,Bridget,Bowen,F,49120 Regina Island Apt. 170,Port Saint Lucie,FL,34953.0,27.2625,-80.3793,181438.0,PRIMARY SCHOOL TEACHER,"Mar 19, 1934"
4119762878330989,216,Melinda,Gutierrez,F,1497 West Gateway,Eureka,IL,61530.0,40.7152,-89.2706,6713.0,ARCHIVIST,19/08/1945
